source,target,weight
1,266,{'weight': 1}
1,21,{'weight': 6}
1,630,{'weight': 2}
1,677,{'weight': 1}
1,695,{'weight': 1}
1,672,{'weight': -5}
1,773,{'weight': 1}
1,647,{'weight': 2}
1,396,{'weight': 4}
1,353,{'weight': 5}
1,9,{'weight': 2}
1,779,{'weight': 1}
1,545,{'weight': 1}
1,1134,{'weight': 1}
1,3,{'weight': 6}
1,8,{'weight': 7}
1,197,{'weight': 8}
1,60,{'weight': 8}
1,41,{'weight': 8}
1,39,{'weight': 8}
1,33,{'weight': 7}
1,6,{'weight': 8}
1,10,{'weight': 7}
1,270,{'weight': 5}
1,539,{'weight': 1}
1,522,{'weight': 2}
1,882,{'weight': 1}
1,861,{'weight': 1}
1,1369,{'weight': 1}
1,1010,{'weight': 2}
1,309,{'weight': 2}
1,1447,{'weight': 1}
1,1541,{'weight': 3}
1,1557,{'weight': 1}
1,1386,{'weight': 5}
1,134,{'weight': 3}
1,350,{'weight': 1}
1,1353,{'weight': 2}
1,178,{'weight': 7}
1,592,{'weight': 3}
1,57,{'weight': 6}
1,1555,{'weight': 1}
1,36,{'weight': 3}
1,1727,{'weight': 1}
1,1352,{'weight': 3}
1,1487,{'weight': 2}
1,120,{'weight': 3}
1,1749,{'weight': 1}
1,1693,{'weight': 2}
1,1245,{'weight': 1}
1,1281,{'weight': 1}
1,304,{'weight': 3}
1,1802,{'weight': 1}
1,823,{'weight': 3}
1,540,{'weight': 1}
1,1714,{'weight': 2}
1,1316,{'weight': 5}
1,1860,{'weight': 1}
1,1053,{'weight': 2}
1,1753,{'weight': -10}
1,1201,{'weight': 8}
1,1366,{'weight': 3}
1,1944,{'weight': 2}
1,1363,{'weight': 6}
1,1921,{'weight': 1}
1,1701,{'weight': 5}
1,1317,{'weight': 5}
1,1656,{'weight': 6}
1,1899,{'weight': 1}
1,2046,{'weight': 4}
1,2123,{'weight': 3}
1,2124,{'weight': 1}
1,1771,{'weight': -10}
1,2142,{'weight': 3}
1,2096,{'weight': -10}
1,2322,{'weight': 2}
1,729,{'weight': 2}
1,2341,{'weight': 1}
1,1585,{'weight': 2}
1,4,{'weight': 10}
1,171,{'weight': 2}
1,143,{'weight': 5}
1,492,{'weight': 1}
1,2455,{'weight': 1}
1,635,{'weight': 3}
1,2410,{'weight': -10}
1,2471,{'weight': -10}
1,2034,{'weight': 1}
1,2484,{'weight': 1}
1,2761,{'weight': 1}
1,125,{'weight': 2}
1,1815,{'weight': 2}
1,1217,{'weight': 1}
1,3417,{'weight': 2}
1,330,{'weight': 5}
1,1620,{'weight': 4}
1,308,{'weight': 3}
1,3719,{'weight': 1}
1,1508,{'weight': 1}
1,1810,{'weight': 3}
1,2125,{'weight': 5}
1,1565,{'weight': 3}
1,4458,{'weight': 1}
1,3527,{'weight': 2}
1,159,{'weight': 2}
1,1953,{'weight': 2}
1,2642,{'weight': 1}
1,2045,{'weight': 1}
1,2388,{'weight': 1}
1,2266,{'weight': 1}
1,2303,{'weight': 1}
1,202,{'weight': 1}
1,1566,{'weight': 2}
1,2175,{'weight': 1}
1,481,{'weight': 1}
1,1318,{'weight': 2}
1,4172,{'weight': 1}
1,4559,{'weight': 1}
1,703,{'weight': 1}
1,4857,{'weight': 2}
1,5418,{'weight': 2}
1,4291,{'weight': 2}
1,3319,{'weight': 1}
1,1396,{'weight': 4}
1,1615,{'weight': 9}
1,4921,{'weight': 2}
1,2067,{'weight': 1}
1,115,{'weight': 1}
1,3919,{'weight': 1}
1,192,{'weight': 3}
1,5689,{'weight': 2}
1,35,{'weight': 4}
1,1383,{'weight': -10}
1,62,{'weight': -5}
1,905,{'weight': -5}
1,135,{'weight': 4}
1,5925,{'weight': 2}
15,97,{'weight': 2}
15,70,{'weight': 1}
15,96,{'weight': 3}
15,167,{'weight': 1}
15,297,{'weight': 2}
15,455,{'weight': 1}
15,729,{'weight': 1}
15,93,{'weight': 1}
15,1453,{'weight': 1}
15,1281,{'weight': 1}
15,36,{'weight': 1}
15,239,{'weight': 4}
15,2141,{'weight': 1}
15,1566,{'weight': 3}
15,4291,{'weight': 1}
4,3,{'weight': 7}
4,26,{'weight': 1}
4,6,{'weight': 5}
4,31,{'weight': 1}
4,57,{'weight': 5}
4,61,{'weight': 2}
4,66,{'weight': 2}
4,72,{'weight': 4}
4,41,{'weight': 1}
4,87,{'weight': 1}
4,39,{'weight': 1}
4,282,{'weight': 2}
4,202,{'weight': 8}
4,125,{'weight': 2}
4,19,{'weight': 6}
4,2,{'weight': 6}
4,466,{'weight': 1}
4,455,{'weight': 2}
4,352,{'weight': 2}
4,304,{'weight': 5}
4,540,{'weight': 1}
4,7,{'weight': 7}
4,319,{'weight': 5}
4,45,{'weight': 6}
4,538,{'weight': 2}
4,522,{'weight': 1}
4,537,{'weight': 1}
4,13,{'weight': 8}
4,1246,{'weight': 7}
4,908,{'weight': 5}
4,1257,{'weight': 5}
4,832,{'weight': -10}
4,713,{'weight': -10}
4,423,{'weight': -8}
4,62,{'weight': 7}
4,935,{'weight': 4}
4,1386,{'weight': 2}
4,1566,{'weight': 1}
4,1664,{'weight': 1}
4,592,{'weight': 1}
4,425,{'weight': 5}
4,1352,{'weight': 3}
4,1656,{'weight': 3}
4,1984,{'weight': 3}
4,1366,{'weight': 2}
4,2145,{'weight': 2}
4,17,{'weight': 3}
4,1992,{'weight': 1}
4,2173,{'weight': 2}
4,1899,{'weight': 1}
4,2198,{'weight': 3}
4,1,{'weight': 10}
4,2344,{'weight': 1}
4,1201,{'weight': 8}
4,189,{'weight': 1}
4,492,{'weight': 4}
4,2470,{'weight': 2}
4,2998,{'weight': 1}
4,35,{'weight': 5}
4,3699,{'weight': 1}
4,5014,{'weight': 8}
4,4852,{'weight': 3}
4,5498,{'weight': 3}
13,16,{'weight': 8}
13,10,{'weight': 8}
13,17,{'weight': 2}
13,29,{'weight': 2}
13,1,{'weight': 8}
13,34,{'weight': 1}
13,7,{'weight': 1}
13,54,{'weight': 2}
13,200,{'weight': 1}
13,518,{'weight': 1}
13,594,{'weight': 1}
13,605,{'weight': 1}
13,159,{'weight': 1}
13,612,{'weight': 1}
13,619,{'weight': 1}
13,620,{'weight': 1}
13,96,{'weight': 1}
13,593,{'weight': 2}
13,491,{'weight': 3}
13,741,{'weight': 1}
13,742,{'weight': 1}
13,647,{'weight': 2}
13,744,{'weight': 1}
13,751,{'weight': 1}
13,634,{'weight': 1}
13,765,{'weight': 1}
13,2,{'weight': 2}
13,522,{'weight': 1}
13,687,{'weight': 1}
13,862,{'weight': 1}
13,775,{'weight': 1}
13,699,{'weight': 1}
13,887,{'weight': 1}
13,537,{'weight': 1}
13,56,{'weight': 1}
13,654,{'weight': 1}
13,4,{'weight': 8}
13,156,{'weight': 1}
13,832,{'weight': -10}
13,199,{'weight': 1}
13,1222,{'weight': 1}
13,1223,{'weight': 1}
13,1226,{'weight': 1}
13,621,{'weight': 1}
13,882,{'weight': 1}
13,468,{'weight': 1}
13,516,{'weight': 1}
13,1533,{'weight': 1}
13,1537,{'weight': 1}
13,579,{'weight': 1}
13,1366,{'weight': 1}
13,1794,{'weight': 1}
13,1833,{'weight': 1}
13,493,{'weight': 3}
13,1744,{'weight': 1}
13,1317,{'weight': 3}
13,1902,{'weight': 1}
13,425,{'weight': 2}
13,1909,{'weight': 1}
13,1910,{'weight': 2}
13,1753,{'weight': -5}
13,1923,{'weight': 1}
13,1937,{'weight': 1}
13,1986,{'weight': 1}
13,1990,{'weight': 3}
13,3598,{'weight': 1}
13,1245,{'weight': 1}
13,1815,{'weight': 1}
13,2006,{'weight': 2}
13,1053,{'weight': 2}
13,1281,{'weight': -1}
13,2011,{'weight': 1}
13,350,{'weight': 2}
13,2030,{'weight': 3}
13,1565,{'weight': 2}
13,104,{'weight': 3}
13,591,{'weight': 2}
13,2071,{'weight': 1}
13,905,{'weight': 3}
13,1771,{'weight': -1}
13,2108,{'weight': 1}
13,616,{'weight': 2}
13,1412,{'weight': 1}
13,2123,{'weight': 2}
13,1394,{'weight': 1}
13,1593,{'weight': 1}
13,2158,{'weight': 1}
13,546,{'weight': 2}
13,1585,{'weight': 1}
13,2016,{'weight': 1}
13,1204,{'weight': 2}
13,1754,{'weight': 1}
13,2207,{'weight': 1}
13,1044,{'weight': 6}
13,1921,{'weight': 5}
13,1555,{'weight': 4}
13,635,{'weight': 2}
13,1677,{'weight': 3}
13,120,{'weight': 2}
13,2173,{'weight': 1}
13,270,{'weight': 1}
13,2063,{'weight': 1}
13,1998,{'weight': 2}
13,592,{'weight': 2}
13,2229,{'weight': -2}
13,2261,{'weight': -3}
13,2048,{'weight': 2}
13,1788,{'weight': 2}
13,1967,{'weight': 3}
13,1860,{'weight': 4}
13,2224,{'weight': 1}
13,2214,{'weight': 6}
13,1991,{'weight': 3}
13,1527,{'weight': 1}
13,2221,{'weight': 1}
13,1922,{'weight': 1}
13,342,{'weight': 2}
13,1832,{'weight': 1}
13,2411,{'weight': 2}
13,2419,{'weight': 1}
13,2176,{'weight': 4}
13,1396,{'weight': 3}
13,1890,{'weight': 2}
13,710,{'weight': 1}
13,2555,{'weight': 2}
13,2557,{'weight': 1}
13,2552,{'weight': 1}
13,2566,{'weight': -10}
13,1675,{'weight': 3}
13,1757,{'weight': 2}
13,492,{'weight': 1}
13,540,{'weight': 3}
13,2589,{'weight': 2}
13,2615,{'weight': 1}
13,1886,{'weight': 1}
13,1916,{'weight': 2}
13,2194,{'weight': 1}
13,2198,{'weight': 5}
13,2607,{'weight': 2}
13,2310,{'weight': 1}
13,25,{'weight': 10}
13,2962,{'weight': 1}
13,791,{'weight': 1}
13,606,{'weight': -1}
13,2498,{'weight': -10}
13,3029,{'weight': 1}
13,41,{'weight': 4}
13,2784,{'weight': 1}
13,3434,{'weight': 1}
13,2835,{'weight': 1}
13,308,{'weight': 1}
13,2642,{'weight': 1}
13,2961,{'weight': 1}
13,3453,{'weight': 1}
13,2392,{'weight': 1}
13,3219,{'weight': 1}
13,3483,{'weight': 1}
13,3472,{'weight': -10}
13,3319,{'weight': 3}
13,1629,{'weight': 1}
13,3624,{'weight': 1}
13,160,{'weight': 2}
13,1352,{'weight': -10}
13,732,{'weight': 2}
13,3628,{'weight': 2}
13,2897,{'weight': -1}
13,3923,{'weight': 1}
13,3642,{'weight': 1}
13,1899,{'weight': 3}
13,4124,{'weight': 1}
13,3120,{'weight': 1}
13,3465,{'weight': 1}
13,910,{'weight': 1}
13,3649,{'weight': 1}
13,2839,{'weight': 2}
13,4236,{'weight': 1}
13,4264,{'weight': 1}
13,3405,{'weight': 1}
13,2512,{'weight': 1}
13,2125,{'weight': 2}
13,3185,{'weight': 1}
13,2618,{'weight': 5}
13,4301,{'weight': 2}
13,3397,{'weight': 5}
13,4238,{'weight': 1}
13,6,{'weight': -1}
13,135,{'weight': 5}
13,2028,{'weight': -3}
13,4360,{'weight': 1}
13,3545,{'weight': 4}
13,1334,{'weight': 5}
13,1656,{'weight': 3}
13,4515,{'weight': 2}
13,35,{'weight': 3}
13,4384,{'weight': 1}
13,705,{'weight': -2}
13,3040,{'weight': 2}
13,3988,{'weight': 4}
13,5718,{'weight': -2}
13,5913,{'weight': 2}
13,353,{'weight': 6}
13,5917,{'weight': 1}
13,5972,{'weight': 1}
13,5973,{'weight': -10}
13,2045,{'weight': 2}
13,4532,{'weight': 3}
13,5984,{'weight': 2}
13,2252,{'weight': 3}
13,4608,{'weight': 2}
13,1128,{'weight': 1}
10,1,{'weight': 8}
10,6,{'weight': 7}
10,21,{'weight': 8}
10,8,{'weight': 1}
10,25,{'weight': 10}
10,2,{'weight': 7}
10,3,{'weight': 7}
10,41,{'weight': 8}
7,5,{'weight': 1}
7,34,{'weight': 1}
7,6,{'weight': 3}
7,29,{'weight': 2}
7,13,{'weight': 1}
7,3,{'weight': 6}
7,36,{'weight': 3}
7,53,{'weight': 4}
7,55,{'weight': 1}
7,20,{'weight': 4}
7,28,{'weight': 2}
7,76,{'weight': 1}
7,19,{'weight': 5}
7,89,{'weight': 2}
7,109,{'weight': 1}
7,111,{'weight': 1}
7,100,{'weight': 2}
7,47,{'weight': 1}
7,122,{'weight': 1}
7,116,{'weight': 2}
7,133,{'weight': 1}
7,54,{'weight': 5}
7,137,{'weight': 1}
7,60,{'weight': 5}
7,141,{'weight': 2}
7,56,{'weight': 3}
7,161,{'weight': 3}
7,1,{'weight': 7}
7,166,{'weight': 1}
7,184,{'weight': 2}
7,78,{'weight': 1}
7,185,{'weight': 1}
7,33,{'weight': 2}
7,188,{'weight': 1}
7,35,{'weight': 2}
7,195,{'weight': 1}
7,156,{'weight': 1}
7,200,{'weight': 2}
7,204,{'weight': 1}
7,110,{'weight': 3}
7,210,{'weight': 1}
7,206,{'weight': 2}
7,207,{'weight': 3}
7,96,{'weight': 1}
7,212,{'weight': 1}
7,179,{'weight': -1}
7,232,{'weight': 3}
7,2,{'weight': 5}
7,39,{'weight': 5}
7,41,{'weight': 5}
7,21,{'weight': 5}
7,72,{'weight': 2}
7,62,{'weight': 6}
7,175,{'weight': 2}
7,143,{'weight': 4}
7,260,{'weight': 4}
7,243,{'weight': 4}
7,269,{'weight': 1}
7,240,{'weight': 2}
7,285,{'weight': 1}
7,294,{'weight': 1}
7,272,{'weight': 2}
7,254,{'weight': 1}
7,135,{'weight': 2}
7,266,{'weight': 2}
7,314,{'weight': 2}
7,249,{'weight': 1}
7,108,{'weight': 1}
7,219,{'weight': 1}
7,228,{'weight': 1}
7,326,{'weight': 1}
7,296,{'weight': 4}
7,4,{'weight': 4}
7,202,{'weight': 4}
7,354,{'weight': 1}
7,134,{'weight': 3}
7,368,{'weight': 1}
7,142,{'weight': 3}
7,393,{'weight': 1}
7,159,{'weight': 1}
7,345,{'weight': 2}
7,155,{'weight': 4}
7,418,{'weight': 2}
7,144,{'weight': 1}
7,429,{'weight': 1}
7,293,{'weight': 2}
7,410,{'weight': -1}
7,270,{'weight': 5}
7,365,{'weight': 1}
7,449,{'weight': 1}
7,460,{'weight': 2}
7,473,{'weight': 1}
7,424,{'weight': 2}
7,310,{'weight': -1}
7,481,{'weight': 1}
7,378,{'weight': 1}
7,440,{'weight': 2}
7,489,{'weight': 1}
7,447,{'weight': 3}
7,383,{'weight': 1}
7,472,{'weight': -1}
7,498,{'weight': 2}
7,386,{'weight': 2}
7,494,{'weight': 4}
7,222,{'weight': 3}
7,538,{'weight': 1}
7,203,{'weight': 3}
7,120,{'weight': 5}
7,480,{'weight': 1}
7,547,{'weight': 2}
7,322,{'weight': 4}
7,68,{'weight': 3}
7,88,{'weight': 5}
7,584,{'weight': 1}
7,551,{'weight': 2}
7,171,{'weight': 4}
7,484,{'weight': 2}
7,616,{'weight': 1}
7,405,{'weight': 2}
7,113,{'weight': 5}
7,643,{'weight': 3}
7,655,{'weight': 4}
7,656,{'weight': 1}
7,579,{'weight': 4}
7,419,{'weight': 3}
7,650,{'weight': 2}
7,193,{'weight': 3}
7,351,{'weight': 3}
7,361,{'weight': 2}
7,666,{'weight': 2}
7,620,{'weight': 1}
7,639,{'weight': 4}
7,709,{'weight': 3}
7,153,{'weight': 2}
7,725,{'weight': 3}
7,733,{'weight': 2}
7,358,{'weight': 3}
7,621,{'weight': 2}
7,64,{'weight': 5}
7,548,{'weight': 2}
7,878,{'weight': 2}
7,892,{'weight': 3}
7,753,{'weight': 2}
7,792,{'weight': 1}
7,948,{'weight': 2}
7,129,{'weight': 4}
7,963,{'weight': 1}
7,838,{'weight': 3}
7,931,{'weight': 2}
7,1041,{'weight': 2}
7,881,{'weight': 2}
7,198,{'weight': 3}
7,330,{'weight': 5}
7,132,{'weight': 5}
7,533,{'weight': 2}
7,906,{'weight': -10}
7,945,{'weight': 3}
7,209,{'weight': 2}
7,1166,{'weight': 2}
7,1281,{'weight': 1}
7,593,{'weight': 4}
7,1098,{'weight': 6}
7,882,{'weight': 4}
7,1223,{'weight': 2}
7,1011,{'weight': 2}
7,1335,{'weight': 1}
7,1334,{'weight': 1}
7,964,{'weight': 3}
7,1268,{'weight': -1}
7,152,{'weight': 2}
7,283,{'weight': 3}
7,1053,{'weight': 5}
7,1413,{'weight': 1}
7,522,{'weight': 2}
7,235,{'weight': 5}
7,1428,{'weight': 1}
7,1034,{'weight': 2}
7,935,{'weight': 4}
7,417,{'weight': 5}
7,465,{'weight': 3}
7,280,{'weight': 2}
7,23,{'weight': 4}
7,1386,{'weight': 2}
7,1525,{'weight': 4}
7,80,{'weight': 3}
7,537,{'weight': 4}
7,545,{'weight': 1}
7,125,{'weight': 3}
7,1629,{'weight': 1}
7,1596,{'weight': 1}
7,1665,{'weight': 1}
7,1316,{'weight': 2}
7,540,{'weight': 3}
7,1702,{'weight': 1}
7,304,{'weight': 3}
7,1664,{'weight': 1}
7,1686,{'weight': 2}
7,1858,{'weight': 1}
7,905,{'weight': 3}
7,1204,{'weight': 1}
7,2044,{'weight': 1}
7,2028,{'weight': 3}
7,17,{'weight': 6}
7,1317,{'weight': 4}
7,1982,{'weight': 2}
7,1788,{'weight': 1}
7,215,{'weight': 5}
7,2046,{'weight': 2}
7,2097,{'weight': 1}
7,57,{'weight': 4}
7,2205,{'weight': 1}
7,1899,{'weight': 3}
7,1487,{'weight': -5}
7,2404,{'weight': 1}
7,1555,{'weight': 1}
7,2378,{'weight': 1}
7,425,{'weight': 3}
7,2397,{'weight': 4}
7,2533,{'weight': 1}
7,2231,{'weight': 1}
7,1318,{'weight': 2}
7,640,{'weight': 3}
7,2319,{'weight': 2}
7,2388,{'weight': 2}
7,3050,{'weight': 1}
7,2174,{'weight': 1}
7,2943,{'weight': 1}
7,3161,{'weight': 1}
7,4946,{'weight': 1}
7,5432,{'weight': 1}
7,5429,{'weight': 1}
7,5428,{'weight': 2}
21,2,{'weight': 5}
21,1,{'weight': 8}
21,10,{'weight': 8}
21,8,{'weight': 9}
21,3,{'weight': 7}
21,36,{'weight': 2}
21,39,{'weight': 2}
21,7,{'weight': 5}
21,132,{'weight': 2}
21,114,{'weight': 1}
21,60,{'weight': 5}
21,308,{'weight': 6}
21,93,{'weight': 8}
21,467,{'weight': 1}
21,490,{'weight': 8}
21,506,{'weight': 1}
21,77,{'weight': 5}
21,618,{'weight': 1}
21,777,{'weight': 2}
21,235,{'weight': 1}
21,284,{'weight': 1}
21,2194,{'weight': 2}
8,1,{'weight': 3}
17,3,{'weight': 5}
17,23,{'weight': 1}
17,28,{'weight': 1}
17,13,{'weight': 2}
17,20,{'weight': 2}
17,1,{'weight': 9}
17,81,{'weight': 1}
17,39,{'weight': 1}
17,254,{'weight': 1}
17,149,{'weight': 2}
17,375,{'weight': 2}
17,7,{'weight': 4}
17,418,{'weight': 2}
17,522,{'weight': 1}
17,4,{'weight': 1}
17,1277,{'weight': 1}
17,3219,{'weight': 1}
17,1859,{'weight': 1}
17,3744,{'weight': -10}
17,3784,{'weight': 1}
17,3756,{'weight': -10}
17,3757,{'weight': -10}
17,3759,{'weight': -10}
17,3760,{'weight': -10}
17,2840,{'weight': 1}
17,1018,{'weight': 2}
23,17,{'weight': 1}
23,19,{'weight': 1}
23,32,{'weight': 1}
23,20,{'weight': 1}
23,69,{'weight': 1}
23,7,{'weight': 5}
23,108,{'weight': 1}
23,113,{'weight': 4}
23,263,{'weight': 2}
23,231,{'weight': 1}
23,527,{'weight': 2}
23,686,{'weight': 2}
23,1218,{'weight': 6}
23,941,{'weight': 3}
23,1219,{'weight': 2}
23,1,{'weight': 7}
23,1220,{'weight': 5}
23,1217,{'weight': 7}
26,4,{'weight': 1}
26,680,{'weight': 1}
26,626,{'weight': 2}
26,780,{'weight': 2}
26,937,{'weight': 2}
26,1863,{'weight': 2}
26,1985,{'weight': 1}
26,2130,{'weight': 1}
26,2128,{'weight': 2}
26,1383,{'weight': -10}
26,35,{'weight': 3}
26,804,{'weight': 1}
28,7,{'weight': 1}
28,69,{'weight': 3}
28,132,{'weight': 1}
28,231,{'weight': 1}
28,374,{'weight': 1}
28,35,{'weight': 1}
28,2618,{'weight': 2}
29,13,{'weight': 2}
29,51,{'weight': 1}
29,52,{'weight': 1}
29,7,{'weight': 2}
29,60,{'weight': 2}
29,212,{'weight': 1}
29,120,{'weight': 2}
29,1,{'weight': 4}
29,219,{'weight': 1}
29,171,{'weight': 1}
29,251,{'weight': 2}
29,206,{'weight': 1}
29,302,{'weight': 1}
29,304,{'weight': 1}
29,198,{'weight': 1}
29,274,{'weight': 2}
29,280,{'weight': 1}
29,328,{'weight': 1}
29,347,{'weight': 1}
29,186,{'weight': 1}
29,62,{'weight': 2}
29,270,{'weight': 1}
29,476,{'weight': 1}
29,523,{'weight': 1}
29,256,{'weight': 1}
29,656,{'weight': 1}
29,411,{'weight': 1}
29,135,{'weight': 1}
29,829,{'weight': 1}
29,784,{'weight': 1}
29,891,{'weight': 1}
29,1172,{'weight': 1}
29,383,{'weight': 2}
31,4,{'weight': 2}
31,1,{'weight': 3}
32,6,{'weight': 1}
32,1,{'weight': 1}
32,23,{'weight': 1}
32,1201,{'weight': 1}
32,4197,{'weight': 1}
32,2625,{'weight': 1}
34,7,{'weight': 1}
34,1,{'weight': 1}
34,13,{'weight': 1}
35,6,{'weight': 2}
35,1,{'weight': 1}
35,65,{'weight': 1}
35,69,{'weight': 1}
35,70,{'weight': 1}
35,79,{'weight': 1}
35,7,{'weight': 2}
35,110,{'weight': 2}
35,246,{'weight': 1}
35,248,{'weight': 2}
35,267,{'weight': 1}
35,251,{'weight': 1}
35,322,{'weight': 1}
35,143,{'weight': 3}
35,374,{'weight': 1}
35,353,{'weight': 1}
35,464,{'weight': 1}
35,458,{'weight': 1}
35,472,{'weight': -1}
35,387,{'weight': 1}
35,390,{'weight': 2}
35,836,{'weight': 1}
35,838,{'weight': 1}
35,862,{'weight': 1}
35,795,{'weight': 1}
35,894,{'weight': 1}
35,975,{'weight': 1}
35,976,{'weight': 1}
35,950,{'weight': 1}
35,1136,{'weight': 1}
35,1137,{'weight': 1}
35,1112,{'weight': 1}
35,945,{'weight': 1}
35,923,{'weight': 1}
35,1090,{'weight': 2}
35,1294,{'weight': 1}
35,1295,{'weight': 1}
35,380,{'weight': 1}
35,1305,{'weight': 1}
35,1314,{'weight': 1}
35,1299,{'weight': 1}
35,1337,{'weight': 1}
35,1328,{'weight': 1}
35,1268,{'weight': 1}
35,664,{'weight': 1}
35,1361,{'weight': 1}
35,1362,{'weight': 1}
35,1382,{'weight': 1}
35,1393,{'weight': -1}
35,1405,{'weight': 1}
35,1406,{'weight': 1}
35,186,{'weight': 2}
35,1414,{'weight': 1}
35,528,{'weight': 2}
35,729,{'weight': 1}
35,1432,{'weight': 1}
35,1434,{'weight': 1}
35,1426,{'weight': 1}
35,1338,{'weight': 1}
35,1440,{'weight': 1}
35,1356,{'weight': 1}
35,1445,{'weight': 1}
35,1441,{'weight': 1}
35,1439,{'weight': 1}
35,56,{'weight': 2}
35,1447,{'weight': 1}
35,1417,{'weight': 1}
35,1446,{'weight': 1}
35,1450,{'weight': 1}
35,1451,{'weight': 1}
35,1452,{'weight': 1}
35,1217,{'weight': 4}
35,775,{'weight': 2}
35,1459,{'weight': 1}
35,1460,{'weight': 1}
35,1474,{'weight': 1}
35,1463,{'weight': 1}
35,1478,{'weight': 1}
35,705,{'weight': 1}
35,1482,{'weight': 1}
35,1483,{'weight': 1}
35,1484,{'weight': 1}
35,823,{'weight': 1}
35,280,{'weight': 1}
35,1486,{'weight': 1}
